feature,nominated_best_picture,won_best_picture,num_of_awards
keyword=judicial system,-0.004519277,-0.001780611,0.011449065
keyword=taunt,-0.004519277,-0.001780611,-0.003503954
keyword=connection,-0.004519277,-0.001780611,-0.003503954
keyword=reference to princess grace of monaco,-0.004519277,-0.001780611,-0.003503954
keyword=miniature person,-0.004519277,-0.001780611,-0.003503954
keyword=football movie,-0.007829091,-0.00308469,-0.00607017
keyword=embassy,0.026261792,-0.002518402,0.005618571
keyword=cambodia,0.041655563,-0.001780611,0.041355104
keyword=slave trade,-0.004519277,-0.001780611,-0.003503954
keyword=valentine,-0.009041107,-0.003562229,-0.007009888
keyword=tailing,-0.004519277,-0.001780611,-0.003503954
keyword=owl,-0.009041107,-0.003562229,-0.007009888
keyword=tigress,-0.004519277,-0.001780611,-0.003503954
keyword=idiot,-0.004519277,-0.001780611,-0.003503954
keyword=police officer shot in the head,-0.004519277,-0.001780611,-0.003503954
keyword=open ended,-0.006391824,-0.002518402,-0.004955806
keyword=photographer,-0.019732531,-0.007774689,-0.015299326
keyword=gender disguise,-0.006391824,-0.002518402,-0.004955806
keyword=time travel comedy,-0.007829091,-0.00308469,0.002564586
keyword=brother sister team,-0.004519277,-0.001780611,-0.003503954
keyword=abusive relationship,-0.004519277,-0.001780611,-0.003503954
keyword=nuclear weapons,-0.004519277,-0.001780611,-0.003503954
keyword=climbing a tree,-0.006391824,-0.002518402,-0.004955806
keyword=team owner,-0.004519277,-0.001780611,-0.003503954
keyword=smothered with a pillow,-0.004519277,-0.001780611,-0.003503954
keyword=denmark,0.010548579,0.044112479,0.01892082
keyword=investigator,-0.004519277,-0.001780611,-0.003503954
keyword=blue clay,-0.004519277,-0.001780611,-0.003503954
keyword=disney spoof,-0.004519277,-0.001780611,-0.003503954
keyword=west point,0.041655563,-0.001780611,-0.003503954
keyword=mail carrier,-0.006391824,-0.002518402,-0.004955806
keyword=ends with biographical notes,-0.004519277,-0.001780611,-0.003503954
keyword=kosher,-0.004519277,-0.001780611,-0.003503954
keyword=dog fight,-0.004519277,-0.001780611,-0.003503954
keyword=leitmotif,0.058915408,-0.002518402,0.058490455
keyword=obsolescence,-0.004519277,-0.001780611,-0.003503954
keyword=kaiju,-0.006391824,-0.002518402,-0.004955806
keyword=wine dealer,-0.004519277,-0.001780611,-0.003503954
keyword=missing person poster,-0.004519277,-0.001780611,-0.003503954
keyword=fbi investigation,0.041655563,-0.001780611,-0.003503954
keyword=taboo sex,-0.004519277,-0.001780611,-0.003503954
keyword=suntan pantyhose,-0.004519277,-0.001780611,-0.003503954
keyword=shore leave,0.041655563,-0.001780611,0.011449065
keyword=buried alive,-0.006391824,-0.002518402,-0.004955806
keyword=tv mini series,0.010548579,-0.003983068,-0.001148319
keyword=hamster,-0.004519277,-0.001780611,-0.003503954
keyword=italian woman,-0.004519277,-0.001780611,-0.003503954
keyword=magic,-0.017453255,-0.01010218,0.006631473
keyword=arrest,0.018834985,-0.00308469,0.002564586
keyword=human branding,-0.006391824,-0.002518402,-0.004955806
keyword=talking to the camera,0.041655563,-0.001780611,-0.003503954
keyword=somali,-0.004519277,-0.001780611,0.026402085
keyword=race car driver,-0.006391824,-0.002518402,-0.004955806
keyword=fraud,0.02664422,-0.004363644,-0.002479523
keyword=aroused,-0.004519277,-0.001780611,-0.003503954
keyword=flyer,-0.004519277,-0.001780611,-0.003503954
keyword=internship,-0.006391824,-0.002518402,-0.004955806
keyword=capoeira,-0.004519277,-0.001780611,-0.003503954
keyword=3d in title,-0.006391824,-0.002518402,-0.004955806
keyword=young love,0.018834985,-0.00308469,-0.00607017
keyword=night,0.001835166,-0.005345861,-0.00553169
keyword=jurassic,-0.004519277,-0.001780611,-0.003503954
keyword=elongated cry of no,-0.004519277,-0.001780611,-0.003503954
keyword=reading a letter,0.041655563,-0.001780611,-0.003503954
keyword=lesbianism,-0.007829091,-0.00308469,-0.00607017
keyword=the three stooges,-0.004519277,-0.001780611,-0.003503954
keyword=clouseau,-0.004519277,-0.001780611,-0.003503954
keyword=flood,-0.010109217,-0.003983068,-0.007838032
keyword=entrepreneur,0.026261792,-0.002518402,0.026767324
keyword=self sacrifice,-0.006391824,-0.002518402,-0.004955806
keyword=propaganda,-0.004519277,-0.001780611,-0.003503954
keyword=star died before release,-0.007829091,-0.00308469,0.011199341
keyword=home,0.014052835,-0.003562229,0.007947355
keyword=fence,-0.006391824,-0.002518402,-0.004955806
keyword=swimming in the ocean,-0.004519277,-0.001780611,-0.003503954
keyword=performing arts school,-0.004519277,-0.001780611,-0.003503954
keyword=men's clothing store,-0.004519277,-0.001780611,-0.003503954
keyword=fictional quiz show,-0.004519277,-0.001780611,-0.003503954
keyword=lost at sea,-0.006391824,-0.002518402,-0.004955806
keyword=title appears in song,-0.004519277,-0.001780611,-0.003503954
keyword=planet enclosed within shield,-0.004519277,-0.001780611,-0.003503954
keyword=tinnitus,-0.004519277,-0.001780611,-0.003503954
keyword=tv producer,-0.006391824,-0.002518402,-0.004955806
keyword=district attorney,-0.009041107,-0.003562229,-0.007009888
keyword=obedience,-0.004519277,-0.001780611,-0.003503954
keyword=character says go to hell,0.041655563,-0.001780611,-0.003503954
keyword=freak,0.041655563,-0.001780611,-0.003503954
keyword=siberian husky,-0.004519277,-0.001780611,-0.003503954
keyword=hyena,-0.004519277,-0.001780611,-0.003503954
keyword=1st century b.c.,-0.004519277,-0.001780611,-0.003503954
keyword=michigan,-0.011075135,-0.004363644,-0.008586942
keyword=thomas becket,0.041655563,-0.001780611,0.011449065
keyword=war bond,-0.004519277,-0.001780611,-0.003503954
keyword=art of war,-0.004519277,-0.001780611,-0.003503954
keyword=sobbing female,-0.004519277,-0.001780611,-0.003503954
keyword=female to male foot in crotch,-0.004519277,-0.001780611,-0.003503954
keyword=skeleton,0.026261792,-0.002518402,0.016192947
keyword=title ends with period,-0.006391824,-0.002518402,-0.004955806
keyword=soviet submarine,0.026261792,-0.002518402,0.005618571
keyword=child in peril,-0.007829091,-0.00308469,-0.00607017
keyword=art collector,-0.004519277,-0.001780611,-0.003503954
keyword=feces in a swimming pool,-0.004519277,-0.001780611,-0.003503954
keyword=soldier,0.012327978,0.025891881,0.017238407
keyword=reputation,0.045499062,0.0589947,0.037103608
keyword=freeway,-0.004519277,-0.001780611,-0.003503954
keyword=gold rush,-0.004519277,-0.001780611,-0.003503954
keyword=dagger,-0.006391824,-0.002518402,-0.004955806
keyword=fate,-0.009041107,-0.003562229,-0.007009888
keyword=child,0.019881201,0.032993967,0.027114027
keyword=first date,-0.004519277,-0.001780611,-0.003503954
keyword=the bronx,-0.004519277,-0.001780611,-0.003503954
keyword=treehouse,-0.004519277,-0.001780611,-0.003503954
keyword=anger management,-0.004519277,-0.001780611,-0.003503954
keyword=iranian,-0.007829091,-0.00308469,0.002564586
keyword=new zealand,0.026261792,-0.002518402,0.026767324
keyword=narc,-0.004519277,-0.001780611,0.011449065
keyword=giant food,-0.004519277,-0.001780611,-0.003503954
keyword=dungeon,-0.004519277,-0.001780611,-0.003503954
keyword=sorcery,-0.004519277,-0.001780611,-0.003503954
keyword=michelin star,-0.004519277,-0.001780611,-0.003503954
keyword=space dog,-0.004519277,-0.001780611,-0.003503954
keyword=action heroine,-0.006391824,-0.002518402,-0.004955806
keyword=watch,-0.004519277,-0.001780611,-0.003503954
keyword=puppet,-0.006391824,-0.002518402,-0.004955806
keyword=briefs,-0.004519277,-0.001780611,-0.003503954
keyword=spaghetti western,-0.006391824,-0.002518402,-0.004955806
keyword=egyptian god,-0.004519277,-0.001780611,-0.003503954
keyword=mailman,-0.004519277,-0.001780611,-0.003503954
keyword=shopping mall,-0.004519277,-0.001780611,-0.003503954
keyword=slow motion action scene,-0.004519277,-0.001780611,0.011449065
keyword=sun,-0.006391824,-0.002518402,-0.004955806
keyword=revenge,-0.005735249,-0.00245594,-0.005094979
keyword=sleepwalking,-0.006391824,-0.002518402,-0.004955806
keyword=france,0.043933169,-0.008742125,0.025621541
keyword=loch ness,-0.004519277,-0.001780611,-0.003503954
keyword=catholic church,0.026261792,-0.002518402,0.005618571
keyword=colombia,-0.010109217,-0.003983068,-0.007838032
keyword=male dominance,-0.004519277,-0.001780611,-0.003503954
keyword=piano,0.068889316,-0.005039651,0.048274737
keyword=houseguest,-0.004519277,-0.001780611,-0.003503954
keyword=american south,-0.004519277,-0.001780611,-0.003503954
keyword=flash drive,-0.004519277,-0.001780611,-0.003503954
keyword=hunter,-0.004574441,0.02209638,0.018883425
keyword=bmx,-0.004519277,-0.001780611,-0.003503954
keyword=wedding ring,-0.004519277,-0.001780611,-0.003503954
keyword=washington d.c.,0.024358585,-0.006174615,0.000812483
keyword=flubber,-0.004519277,-0.001780611,-0.003503954
keyword=skynet,-0.006391824,-0.002518402,-0.004955806
keyword=duty,-0.006391824,-0.002518402,-0.004955806
keyword=hypnosis,-0.006391824,-0.002518402,-0.004955806
keyword=police detective hero,-0.004519277,-0.001780611,-0.003503954
keyword=chernobyl disaster,-0.004519277,-0.001780611,-0.003503954
keyword=sex talk,-0.004519277,-0.001780611,-0.003503954
keyword=world series,-0.004519277,-0.001780611,-0.003503954
keyword=nazi hunter,-0.004519277,-0.001780611,-0.003503954
keyword=1940s,-0.015002873,-0.005911187,-0.007119501
keyword=explosives expert,-0.004519277,-0.001780611,-0.003503954
keyword=jewish american princess,-0.004519277,-0.001780611,-0.003503954
keyword=cinderella story,-0.006391824,-0.002518402,-0.004955806
keyword=cryogenics,-0.004519277,-0.001780611,-0.003503954
keyword=breasts,-0.026039819,-0.010259784,-0.017578726
keyword=escaped prisoner,0.041655563,-0.001780611,-0.003503954
keyword=candy,-0.006391824,-0.002518402,-0.004955806
keyword=krug,-0.004519277,-0.001780611,-0.003503954
keyword=old man,0.018834985,-0.00308469,-0.00607017
keyword=rooftop,-0.007829091,-0.00308469,-0.00607017
keyword=crook,0.026261792,-0.002518402,0.005618571
keyword=pathology,-0.004519277,-0.001780611,-0.003503954
keyword=siblings,-0.004519277,-0.001780611,-0.003503954
keyword=lds film,-0.004519277,-0.001780611,-0.003503954
keyword=day care,0.041655563,-0.001780611,0.026402085
keyword=nazi propaganda,0.041655563,-0.001780611,0.011449065
keyword=black romance,-0.004519277,-0.001780611,-0.003503954
keyword=outlaw,0.007781433,-0.006670605,0.014882163
keyword=persian,-0.004519277,-0.001780611,-0.003503954
keyword=professor moriarty,-0.004519277,-0.001780611,-0.003503954
keyword=florenz ziegfeld,0.041655563,0.105723803,0.026402085
keyword=spider feature,-0.004519277,-0.001780611,-0.003503954
keyword=shady,-0.004519277,-0.001780611,-0.003503954
keyword=imperial japan,-0.004519277,-0.001780611,-0.003503954
keyword=long take,0.007784542,-0.004363644,0.034164995
keyword=axe,-0.007829091,-0.00308469,-0.00607017
keyword=test flight,0.041655563,-0.001780611,0.071261143
keyword=nickname,-0.004519277,-0.001780611,-0.003503954
keyword=electroshock therapy,-0.004519277,-0.001780611,-0.003503954
keyword=treachery,-0.004519277,-0.001780611,-0.003503954
keyword=based on comic book,-0.004574441,-0.006670605,0.014882163
keyword=female stockinged legs,-0.004519277,-0.001780611,-0.003503954
keyword=stealing from the rich,-0.004519277,-0.001780611,-0.003503954
keyword=truth or dare,-0.004519277,-0.001780611,-0.003503954
keyword=safe,-0.006391824,-0.002518402,-0.004955806
keyword=columbine,-0.004519277,-0.001780611,-0.003503954
keyword=saved from hanging,-0.004519277,-0.001780611,-0.003503954
keyword=fire investigator,-0.004519277,-0.001780611,-0.003503954
keyword=covered in melted gold,-0.004519277,-0.001780611,0.011449065
keyword=ghost hunter,-0.004519277,-0.001780611,-0.003503954
keyword=part of an unfinished series,-0.006391824,-0.002518402,-0.004955806
keyword=magazine,-0.015002873,-0.005911187,-0.007119501
keyword=sheepdog,0.018834985,-0.00308469,0.002564586
keyword=child's point of view,-0.004519277,-0.001780611,-0.003503954
keyword=widower,-0.001067512,-0.005911187,-0.011632256
keyword=bordeaux,-0.006391824,-0.002518402,-0.004955806
keyword=eastern europe,-0.006391824,-0.002518402,-0.004955806
keyword=unknowing heir,-0.004519277,-0.001780611,-0.003503954
keyword=royal court,-0.004519277,-0.001780611,-0.003503954
keyword=motivational speaker,-0.004519277,-0.001780611,-0.003503954
keyword=plutocracy,-0.004519277,-0.001780611,-0.003503954
keyword=shakespeare's romeo and juliet,-0.004519277,-0.001780611,-0.003503954
keyword=beekeeping,-0.004519277,-0.001780611,-0.003503954
keyword=urban gothic,-0.004519277,-0.001780611,-0.003503954
keyword=plot twist,0.005498673,-0.004713718,-0.009275832
keyword=plague,0.022960987,-0.004713718,-0.009275832
keyword=back from the dead,-0.004519277,-0.001780611,-0.003503954
keyword=dinosaur,-0.013568051,-0.005345861,0.004444505
keyword=imagination,-0.012790875,-0.005039651,-0.009917216
keyword=manson family,-0.004519277,-0.001780611,-0.003503954
keyword=reference to the internet,-0.004519277,-0.001780611,-0.003503954
keyword=self defense,-0.006391824,-0.002518402,-0.004955806
keyword=viking,-0.007829091,-0.00308469,-0.00607017
keyword=sertao,-0.004519277,-0.001780611,-0.003503954
keyword=cave bear,-0.004519277,-0.001780611,-0.003503954
keyword=music producer,-0.006391824,-0.002518402,-0.004955806
keyword=insomnia,-0.006391824,-0.002518402,-0.004955806
keyword=on the job injury,-0.004519277,-0.001780611,-0.003503954
keyword=chihuahua,-0.004519277,-0.001780611,-0.003503954
keyword=jeans,-0.006391824,-0.002518402,-0.004955806
keyword=bastille day,-0.004519277,-0.001780611,-0.003503954
keyword=ball,-0.006391824,-0.002518402,-0.004955806
keyword=elevator,0.007784542,0.03954552,0.034164995
keyword=loan shark,-0.010109217,-0.003983068,-0.007838032
keyword=girl fight,-0.004519277,-0.001780611,-0.003503954
keyword=red bra and panties,-0.004519277,-0.001780611,-0.003503954
keyword=publishing,-0.004519277,-0.001780611,-0.003503954
keyword=blueberry pie,-0.004519277,-0.001780611,-0.003503954
keyword=mistake,0.041655563,-0.001780611,0.026402085
keyword=single camera,-0.004519277,-0.001780611,-0.003503954
keyword=troubled teen,-0.006391824,-0.002518402,-0.004955806
keyword=admiral,-0.004519277,-0.001780611,-0.003503954
keyword=10 year old,-0.004519277,-0.001780611,-0.003503954
keyword=harvest,-0.004519277,-0.001780611,0.011449065
keyword=origin of hero,-0.004519277,-0.001780611,-0.003503954
keyword=consciousness,-0.007829091,-0.00308469,-0.00607017
keyword=executive,-0.006391824,-0.002518402,-0.004955806
keyword=drone,-0.009041107,-0.003562229,-0.007009888
keyword=undead,-0.011075135,-0.004363644,-0.008586942
keyword=indian,0.010548579,0.044112479,0.045679671
keyword=glass of water,-0.004519277,-0.001780611,-0.003503954
keyword=imaginary son,-0.004519277,-0.001780611,-0.003503954
keyword=awkwardness,-0.006391824,-0.002518402,-0.004955806
keyword=the end,-0.004519277,-0.001780611,0.011449065
keyword=chain,-0.004519277,-0.001780611,-0.003503954
keyword=bayonet,-0.004519277,-0.001780611,-0.003503954
keyword=flash gordon,-0.004519277,-0.001780611,-0.003503954
keyword=arc de triomphe paris,-0.004519277,-0.001780611,-0.003503954
keyword=mad hatter,-0.004519277,-0.001780611,-0.003503954
keyword=introvert,-0.006391824,-0.002518402,-0.004955806
keyword=civil war,0.054102012,-0.006905384,0.025070833
keyword=killing,-0.004519277,-0.001780611,-0.003503954
keyword=white dinner jacket,-0.004519277,-0.001780611,0.011449065
keyword=cane,-0.004519277,-0.001780611,-0.003503954
keyword=library card,0.041655563,-0.001780611,0.011449065
keyword=film actress,-0.004519277,-0.001780611,-0.003503954
keyword=break up,-0.009041107,-0.003562229,-0.007009888
keyword=pastor,-0.015002873,-0.005911187,-0.011632256
keyword=brothel,-0.006391824,-0.002518402,-0.004955806
keyword=warhead,-0.004519277,-0.001780611,-0.003503954
keyword=scottish highlands,-0.006391824,-0.002518402,-0.004955806
keyword=fall to death,-0.004519277,-0.001780611,-0.003503954
keyword=benzedrine,-0.004519277,-0.001780611,-0.003503954
keyword=auction,-0.006391824,-0.002518402,0.005618571
keyword=brother,0.017238382,-0.005345861,0.009432602
keyword=musical prodigy,-0.004519277,-0.001780611,-0.003503954
keyword=evangelist,0.026261792,-0.002518402,0.026767324
keyword=haunted,-0.006391824,-0.002518402,-0.004955806
keyword=histrionic personality disorder,0.041655563,-0.001780611,0.056308124
keyword=empire,-0.006391824,-0.002518402,-0.004955806
keyword=informant,-0.004519277,-0.001780611,-0.003503954
keyword=dance contest,-0.006391824,-0.002518402,-0.004955806
keyword=tennis ball,-0.004519277,-0.001780611,-0.003503954
keyword=pizza,-0.006391824,-0.002518402,-0.004955806
keyword=selma alabama,0.041655563,-0.001780611,0.011449065
keyword=werewolf,-0.015671468,-0.006174615,-0.003508559
keyword=brazil,-0.010109217,-0.003983068,-0.007838032
keyword=marine biologist,-0.004519277,-0.001780611,-0.003503954
keyword=forger,-0.004519277,-0.001780611,-0.003503954
keyword=falling through a glass roof,-0.004519277,-0.001780611,-0.003503954
keyword=flesh eating,-0.004519277,-0.001780611,-0.003503954
keyword=tropical island,0.041655563,-0.001780611,-0.003503954
keyword=slave,0.007781433,-0.006670605,-0.001122884
keyword=publisher,-0.006391824,-0.002518402,-0.004955806
keyword=green beret,0.041655563,-0.001780611,0.026402085
keyword=golden retriever,-0.004519277,-0.001780611,-0.003503954
keyword=stabbing,-0.004519277,-0.001780611,-0.003503954
keyword=embalming,-0.004519277,-0.001780611,-0.003503954
keyword=ensemble cast,-0.006391824,-0.002518402,-0.004955806
keyword=magical creature,-0.004519277,-0.001780611,-0.003503954
keyword=wet dream,-0.004519277,-0.001780611,-0.003503954
keyword=marital breakup,0.041655563,-0.001780611,-0.003503954
keyword=atrocity,-0.006391824,-0.002518402,-0.004955806
keyword=abusive stepfather,-0.004519277,-0.001780611,-0.003503954
keyword=rugby,-0.006391824,-0.002518402,-0.004955806
keyword=gay kiss,-0.007829091,-0.00308469,-0.00607017
keyword=employment agency,-0.004519277,-0.001780611,-0.003503954
keyword=sled dog,-0.006391824,-0.002518402,-0.004955806
keyword=unscrupulous builder,-0.004519277,-0.001780611,-0.003503954
keyword=ugandan,-0.004519277,-0.001780611,0.011449065
keyword=dc comics,-0.011075135,-0.004363644,0.009735317
keyword=invention,-0.007829091,-0.00308469,-0.00607017
keyword=tv journalism,-0.004519277,-0.001780611,-0.003503954
keyword=bare butt,-0.010109217,-0.003983068,-0.007838032
keyword=the hood,-0.004519277,-0.001780611,-0.003503954
keyword=cousin cousin relationship,0.041655563,-0.001780611,-0.003503954
keyword=death row inmate,0.041655563,-0.001780611,-0.003503954
keyword=terrorist plot,-0.006391824,-0.002518402,-0.004955806
keyword=competitiveness,0.041655563,-0.001780611,0.041355104
keyword=messiah,-0.004519277,-0.001780611,-0.003503954
keyword=national championship,-0.004519277,-0.001780611,-0.003503954
keyword=atheist,0.018834985,-0.00308469,0.002564586
keyword=chatting,-0.004519277,-0.001780611,-0.003503954
keyword=diary,0.022960987,-0.004713718,0.030308501
keyword=film set,-0.004519277,-0.001780611,-0.003503954
keyword=sunflower,-0.004519277,-0.001780611,-0.003503954
keyword=kentucky,-0.007829091,-0.00308469,-0.00607017
keyword=accident,-0.015002873,-0.005911187,-0.007119501
keyword=alien infection,-0.004519277,-0.001780611,-0.003503954
keyword=fan,-0.010109217,-0.003983068,-0.007838032
keyword=warlord,-0.009041107,-0.003562229,0.007947355
keyword=live studio audience,-0.004519277,-0.001780611,-0.003503954
keyword=robot,-0.016367503,-0.009779542,0.005393112
keyword=looking at the camera,0.018834985,-0.00308469,-0.00607017
keyword=helicopter parents,-0.004519277,-0.001780611,-0.003503954
keyword=head butt,-0.004519277,-0.001780611,-0.003503954
keyword=revolution,0.001835166,-0.005345861,-0.000543593
keyword=translation problems,-0.004519277,-0.001780611,-0.003503954
keyword=wrong address,-0.004519277,-0.001780611,-0.003503954
keyword=paddock,-0.004519277,-0.001780611,-0.003503954
keyword=outer space,-0.015671468,-0.006174615,-0.0078296
keyword=ice hockey,-0.004519277,-0.001780611,-0.003503954
keyword=made for tv movie,-0.004519277,-0.001780611,-0.003503954
keyword=protestant,-0.004519277,-0.001780611,-0.003503954
keyword=mental instability,-0.004519277,-0.001780611,-0.003503954
keyword=masked man,-0.007829091,-0.00308469,0.002564586
keyword=cia,-0.009706497,0.004098115,-0.003458011
keyword=city name in title,-0.009041107,-0.003562229,0.007947355
keyword=broke,-0.004519277,-0.001780611,-0.003503954
keyword=sikh,-0.006391824,-0.002518402,-0.004955806
keyword=based on cult comic book,-0.006391824,-0.002518402,-0.004955806
keyword=animator,-0.004519277,-0.001780611,-0.003503954
keyword=maori,-0.004519277,-0.001780611,-0.003503954
keyword=ardennes forest,-0.004519277,-0.001780611,-0.003503954
keyword=decoration,-0.004519277,-0.001780611,-0.003503954
keyword=watching television,-0.012790875,-0.005039651,-0.009917216
keyword=female police officer,-0.004519277,-0.001780611,-0.003503954
keyword=fictional country,-0.004519277,-0.001780611,-0.003503954
keyword=unfaithfulness,0.007784542,0.03954552,0.021950156
keyword=girl with glasses,-0.004519277,-0.001780611,-0.003503954
keyword=lucid dream,-0.007829091,-0.00308469,-0.00607017
keyword=christmas spirit,-0.004519277,-0.001780611,-0.003503954
keyword=torn between two worlds,0.041655563,-0.001780611,-0.003503954
keyword=nintendo game boy advance,-0.004519277,-0.001780611,-0.003503954
keyword=cornwall connecticut,-0.004519277,-0.001780611,-0.003503954
keyword=grizzly,-0.004519277,-0.001780611,-0.003503954
keyword=retired boxer,-0.004519277,-0.001780611,-0.003503954
keyword=lawn mowing,-0.006391824,-0.002518402,-0.004955806
keyword=roach,-0.004519277,-0.001780611,-0.003503954
keyword=revelation,0.026261792,-0.002518402,-0.004955806
keyword=title based on the bible,-0.004519277,-0.001780611,-0.003503954
keyword=jogging,-0.004519277,-0.001780611,-0.003503954
keyword=youtube,-0.004519277,-0.001780611,-0.003503954
keyword=roman empire,0.045499062,0.0589947,0.080277385
keyword=interview,-0.001067512,-0.005911187,0.001906008
keyword=sanctuary,-0.004519277,-0.001780611,0.011449065
keyword=flask,-0.004519277,-0.001780611,-0.003503954
keyword=steel helmet,-0.004519277,-0.001780611,-0.003503954
keyword=coyote,-0.004519277,-0.001780611,-0.003503954
keyword=christ,-0.004519277,-0.001780611,-0.003503954
keyword=newsletter,-0.004519277,-0.001780611,-0.003503954
keyword=makeover,-0.007829091,-0.00308469,-0.00607017
keyword=reference to raphael,-0.004519277,-0.001780611,-0.003503954
keyword=service,0.041655563,-0.001780611,-0.003503954
keyword=surrender,-0.004519277,-0.001780611,-0.003503954
keyword=mentally impaired man,-0.004519277,-0.001780611,-0.003503954
keyword=mayhem,-0.006391824,-0.002518402,-0.004955806
keyword=violent sex,-0.004519277,-0.001780611,-0.003503954
keyword=war against machines,-0.004519277,-0.001780611,-0.003503954
keyword=rough sex,-0.004519277,-0.001780611,-0.003503954
keyword=repeated event,-0.004519277,-0.001780611,-0.003503954
keyword=greek mythology,-0.006391824,-0.002518402,-0.004955806
keyword=pulled underwater,-0.004519277,-0.001780611,-0.003503954
keyword=misfiring gun,-0.004519277,-0.001780611,-0.003503954
keyword=dubstep,-0.004519277,-0.001780611,-0.003503954
keyword=soul,-0.009041107,-0.003562229,0.000468733
keyword=password,0.041655563,-0.001780611,0.011449065
keyword=wagon train,-0.004519277,-0.001780611,-0.003503954
keyword=post hypnotic suggestion,-0.004519277,-0.001780611,-0.003503954
keyword=road,-0.004519277,-0.001780611,-0.003503954
keyword=lowell massachusetts,0.041655563,-0.001780611,0.026402085
keyword=cb radio,-0.004519277,-0.001780611,-0.003503954
keyword=hockey player,-0.004519277,-0.001780611,-0.003503954
keyword=prom queen,-0.004519277,-0.001780611,-0.003503954
keyword=mousetrap,-0.006391824,-0.002518402,-0.004955806
keyword=falling into water,-0.004519277,-0.001780611,-0.003503954
keyword=albanian,-0.004519277,-0.001780611,-0.003503954
keyword=igloo,-0.004519277,-0.001780611,-0.003503954
keyword=butcher,0.037146777,0.050205163,0.022904599
keyword=canadian gothic,-0.004519277,-0.001780611,-0.003503954
keyword=nation of islam,-0.004519277,-0.001780611,-0.003503954
keyword=earth,-0.01430333,-0.005635564,-0.006357304
keyword=nature,0.010548579,-0.003983068,-0.007838032
keyword=amateur radio,-0.004519277,-0.001780611,-0.003503954
keyword=based on sketch comedy,-0.004519277,-0.001780611,-0.003503954
keyword=public humiliation,-0.006391824,-0.002518402,-0.004955806
keyword=pound of flesh,-0.004519277,-0.001780611,-0.003503954
keyword=minstrel,0.041655563,-0.001780611,-0.003503954
keyword=hair stylist,-0.004519277,-0.001780611,-0.003503954
keyword=porno movie,-0.004519277,-0.001780611,-0.003503954
keyword=walrus,-0.004519277,-0.001780611,-0.003503954
keyword=esther,-0.004519277,-0.001780611,-0.003503954
keyword=english garden,-0.004519277,-0.001780611,-0.003503954
keyword=bathroom,-0.009041107,-0.003562229,-0.007009888
keyword=car hitting pedestrian,-0.004519277,-0.001780611,-0.003503954
keyword=federal agent,-0.004519277,-0.001780611,-0.003503954
keyword=fictional language,-0.004519277,-0.001780611,-0.003503954
keyword=dead body in bathtub,-0.004519277,-0.001780611,-0.003503954
keyword=finance,0.041655563,-0.001780611,0.011449065
keyword=missing child,-0.007829091,-0.00308469,-0.00607017
keyword=nude woman murdered,-0.004519277,-0.001780611,-0.003503954
keyword=emperor penguin,-0.006391824,-0.002518402,0.005618571
keyword=second city,-0.004519277,-0.001780611,-0.003503954
keyword=farm,0.040440814,-0.009100813,0.005606705
keyword=kryptonite,-0.004519277,-0.001780611,-0.003503954
keyword=electric torture,-0.004519277,-0.001780611,-0.003503954
keyword=love at first sight,-0.010109217,-0.003983068,-0.007838032
keyword=philadelphia,-0.004519277,-0.001780611,-0.003503954
keyword=destruction,-0.006391824,-0.002518402,-0.004955806
keyword=automaton,0.041655563,-0.001780611,0.071261143
keyword=bodyguard,-0.013568051,-0.005345861,-0.00553169
keyword=hanged woman,-0.004519277,-0.001780611,-0.003503954
keyword=18th birthday,-0.006391824,-0.002518402,-0.004955806
keyword=single set production,-0.010109217,-0.003983068,-0.007838032
keyword=famous twist,-0.004519277,-0.001780611,-0.003503954
keyword=mont saint michel france,-0.004519277,-0.001780611,-0.003503954
keyword=sex obsession,-0.004519277,-0.001780611,-0.003503954
keyword=ashram,-0.004519277,-0.001780611,-0.003503954
keyword=blogger,-0.004519277,-0.001780611,-0.003503954
keyword=drinking,0.012867849,-0.005911187,0.010931518
keyword=gay brother,-0.006391824,-0.002518402,-0.004955806
keyword=courtroom,0.010548579,-0.003983068,-0.007838032
keyword=miscarriage,-0.004519277,-0.001780611,-0.003503954
keyword=married man,-0.006391824,-0.002518402,-0.004955806
keyword=rented room,-0.004519277,-0.001780611,-0.003503954
keyword=toddler,-0.004519277,-0.001780611,-0.003503954
keyword=tennis coach,-0.004519277,-0.001780611,-0.003503954
keyword=jumping into sea,-0.004519277,-0.001780611,-0.003503954
keyword=theatre,-0.007829091,-0.00308469,-0.00607017
keyword=fictional reality show,-0.004519277,-0.001780611,-0.003503954
keyword=obese,-0.004519277,-0.001780611,-0.003503954
keyword=mississippi river,-0.004519277,-0.001780611,-0.003503954
keyword=london england,-0.011075135,-0.004363644,-0.008586942
keyword=kazakhstan,-0.006391824,-0.002518402,-0.004955806
keyword=punching a heavy bag,-0.004519277,-0.001780611,-0.003503954
keyword=bad luck,-0.007829091,-0.00308469,-0.00607017
keyword=naked dead woman,-0.006391824,-0.002518402,-0.004955806
keyword=based on short story,-0.007829091,-0.00308469,-0.00607017
keyword=oral sex,-0.01430333,-0.005635564,-0.011089875
keyword=chrysanthemum,-0.004519277,-0.001780611,-0.003503954
keyword=jamming communications,-0.004519277,-0.001780611,-0.003503954
keyword=theme park,-0.006391824,-0.002518402,0.026767324
